               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 155,            0.023732,           0.0045866,            0.073977,             0.82694,             0.92864,             0.91758,             0.65624,             0.02004,           0.0032396,            0.073929,           0.0053116,           0.0053116,           0.0053116
                 156,            0.022508,           0.0043829,             0.07394,             0.86047,             0.89399,             0.92013,             0.69817,            0.018938,           0.0032032,            0.073926,           0.0052645,           0.0052645,           0.0052645
                 157,            0.023837,           0.0044268,            0.073955,             0.85244,             0.91862,             0.91943,               0.684,            0.019498,            0.003152,            0.073922,           0.0052174,           0.0052174,           0.0052174
                 158,            0.024697,           0.0044616,            0.073944,             0.85272,              0.9258,             0.92904,             0.70569,            0.018542,           0.0031291,            0.073926,           0.0051704,           0.0051704,           0.0051704
                 159,            0.023474,           0.0046169,            0.073954,             0.87197,             0.91519,             0.93606,              0.7035,            0.019142,           0.0031023,            0.073926,           0.0051234,           0.0051234,           0.0051234
                 160,            0.024426,           0.0041018,            0.073964,             0.84169,             0.93993,             0.94209,              0.7148,            0.018929,           0.0030688,            0.073935,           0.0050765,           0.0050765,           0.0050765
                 161,            0.023867,           0.0047317,            0.073981,             0.85034,               0.947,             0.94661,             0.73999,            0.017627,           0.0030291,             0.07392,           0.0050296,           0.0050296,           0.0050296
                 162,            0.023695,           0.0042865,            0.073975,             0.85755,             0.95721,             0.94685,             0.65405,            0.021057,           0.0030152,            0.073919,           0.0049828,           0.0049828,           0.0049828
                 163,            0.026315,           0.0043531,            0.073948,             0.86303,             0.95735,             0.94872,             0.69498,            0.019429,           0.0030585,            0.073933,            0.004936,            0.004936,            0.004936
                 164,            0.022152,           0.0046653,            0.073992,             0.85657,             0.95053,             0.93632,             0.73071,             0.01693,           0.0030861,            0.073924,           0.0048893,           0.0048893,           0.0048893
                 165,             0.02176,           0.0043418,            0.073948,             0.84512,              0.9576,              0.9283,             0.70867,            0.017652,           0.0030281,            0.073921,           0.0048426,           0.0048426,           0.0048426
                 166,            0.021039,           0.0043958,            0.073975,             0.83573,             0.97173,             0.93091,              0.7181,            0.017156,           0.0029931,            0.073924,            0.004796,            0.004796,            0.004796
                 167,             0.02209,           0.0043451,            0.073958,             0.87167,             0.93609,             0.93883,             0.69717,            0.017878,           0.0029572,             0.07392,           0.0047495,           0.0047495,           0.0047495
                 168,            0.020897,           0.0042538,            0.073936,             0.86824,              0.9364,             0.92981,              0.7285,            0.017291,           0.0029272,            0.073919,           0.0047031,           0.0047031,           0.0047031
                 169,            0.023766,           0.0038055,            0.073955,              0.8915,             0.92908,             0.93256,             0.65566,             0.02123,           0.0028856,            0.073919,           0.0046568,           0.0046568,           0.0046568
                 170,            0.023527,           0.0042064,            0.073946,             0.88144,               0.947,             0.93961,             0.71304,            0.017647,           0.0028993,            0.073914,           0.0046105,           0.0046105,           0.0046105
                 171,            0.025924,           0.0043302,            0.073958,             0.87668,              0.9576,              0.9397,             0.69659,            0.019382,           0.0028811,            0.073914,           0.0045644,           0.0045644,           0.0045644
                 172,            0.026078,           0.0046125,            0.073961,              0.8833,             0.93993,             0.94744,             0.74967,            0.017415,           0.0028929,            0.073913,           0.0045184,           0.0045184,           0.0045184
                 173,            0.024596,           0.0040683,            0.073964,             0.86349,             0.96112,             0.94929,             0.71772,            0.018069,           0.0029183,            0.073918,           0.0044724,           0.0044724,           0.0044724
                 174,            0.022751,           0.0043526,             0.07397,             0.89244,             0.93993,             0.94738,             0.73387,            0.016646,           0.0029257,            0.073915,           0.0044266,           0.0044266,           0.0044266
                 175,            0.024229,           0.0043532,            0.073943,             0.89457,              0.9364,             0.94297,             0.71716,            0.017704,            0.002916,            0.073916,           0.0043809,           0.0043809,           0.0043809
                 176,            0.022138,           0.0039892,            0.073966,             0.84772,             0.96466,             0.93904,             0.72146,            0.017627,           0.0029207,            0.073915,           0.0043353,           0.0043353,           0.0043353
                 177,            0.023856,           0.0039414,            0.073969,             0.87573,             0.94624,             0.95027,             0.72133,            0.017024,           0.0029084,            0.073917,           0.0042899,           0.0042899,           0.0042899
                 178,            0.022828,           0.0040315,            0.073982,             0.88868,             0.93993,             0.95288,             0.76355,             0.01608,           0.0029044,            0.073922,           0.0042445,           0.0042445,           0.0042445
                 179,             0.02079,           0.0039834,            0.073951,             0.87419,             0.95759,             0.95451,             0.75041,            0.016501,           0.0029029,            0.073921,           0.0041994,           0.0041994,           0.0041994
                 180,            0.021336,           0.0037294,            0.073931,             0.90116,             0.93993,             0.95331,             0.74911,            0.016506,           0.0028739,            0.073924,           0.0041543,           0.0041543,           0.0041543
                 181,            0.021097,           0.0042279,            0.073939,             0.90062,             0.92864,             0.95444,             0.74845,            0.016537,           0.0028501,            0.073923,           0.0041094,           0.0041094,           0.0041094
                 182,            0.019784,           0.0039954,            0.073951,             0.90623,             0.92202,             0.95652,             0.77736,            0.015399,           0.0027992,            0.073917,           0.0040647,           0.0040647,           0.0040647
                 183,            0.020009,           0.0041752,            0.073932,             0.88499,             0.95406,             0.96023,             0.75147,             0.01729,            0.002763,            0.073913,           0.0040201,           0.0040201,           0.0040201
                 184,            0.020052,           0.0040106,            0.073915,             0.91033,             0.93266,             0.95538,             0.78238,            0.014881,            0.002754,            0.073908,           0.0039757,           0.0039757,           0.0039757
                 185,            0.018776,           0.0039014,            0.073918,              0.8772,             0.96113,              0.9538,             0.76862,            0.015385,            0.002744,            0.073904,           0.0039314,           0.0039314,           0.0039314
                 186,            0.018402,           0.0038628,            0.073915,             0.90023,              0.9576,             0.95252,             0.77842,            0.015192,           0.0026966,            0.073902,           0.0038873,           0.0038873,           0.0038873
                 187,            0.019773,           0.0037358,            0.073934,             0.89473,             0.96108,             0.95596,             0.77892,            0.015336,           0.0026787,            0.073898,           0.0038434,           0.0038434,           0.0038434
                 188,            0.018434,            0.003828,            0.073919,             0.91124,             0.94322,             0.95582,             0.76714,            0.015209,           0.0026407,            0.073902,           0.0037997,           0.0037997,           0.0037997
                 189,            0.019258,           0.0038951,            0.073928,             0.87965,             0.98233,             0.96163,             0.77449,            0.015531,           0.0026142,            0.073899,           0.0037562,           0.0037562,           0.0037562
                 190,            0.020376,           0.0039767,            0.073946,             0.88755,              0.9788,             0.96343,             0.79222,            0.014755,           0.0025898,              0.0739,           0.0037128,           0.0037128,           0.0037128
                 191,            0.019607,            0.003791,            0.073921,             0.89063,             0.98233,             0.96776,             0.77785,            0.015186,           0.0025822,            0.073896,           0.0036697,           0.0036697,           0.0036697
                 192,            0.018274,           0.0036682,            0.073922,             0.90422,             0.96739,             0.97051,             0.81018,              0.0146,           0.0025767,            0.073894,           0.0036267,           0.0036267,           0.0036267
                 193,            0.019831,           0.0039205,            0.073927,             0.88768,              0.9788,             0.97097,             0.76353,            0.016543,           0.0025891,            0.073892,            0.003584,            0.003584,            0.003584
                 194,              0.0191,           0.0035734,            0.073931,             0.90996,             0.96419,             0.96778,             0.78518,            0.014754,           0.0025808,            0.073895,           0.0035415,           0.0035415,           0.0035415
                 195,            0.019717,           0.0037033,            0.073928,              0.9186,             0.95702,              0.9682,             0.78109,            0.015964,           0.0025773,            0.073895,           0.0034991,           0.0034991,           0.0034991
                 196,            0.020089,           0.0039577,            0.073912,             0.88964,             0.97527,             0.96511,             0.79033,            0.015483,           0.0025565,            0.073897,            0.003457,            0.003457,            0.003457
                 197,            0.023673,           0.0035522,            0.073922,             0.90331,             0.95732,             0.96571,             0.81651,            0.014236,           0.0025405,            0.073901,           0.0034152,           0.0034152,           0.0034152
                 198,            0.019439,           0.0036777,            0.073924,             0.90066,             0.96109,             0.96453,             0.80612,            0.014283,            0.002554,            0.073896,           0.0033735,           0.0033735,           0.0033735
                 199,            0.019026,            0.003471,            0.073909,             0.89965,             0.95033,             0.95946,             0.79653,             0.01477,           0.0025802,            0.073895,           0.0033321,           0.0033321,           0.0033321
                 200,            0.019069,           0.0034751,            0.073929,             0.91238,             0.95672,             0.95999,             0.79402,            0.014774,           0.0025512,            0.073894,           0.0032909,           0.0032909,           0.0032909
                 201,            0.018779,           0.0034968,            0.073921,             0.91807,             0.95053,             0.95676,             0.79045,             0.01389,           0.0025317,            0.073891,             0.00325,             0.00325,             0.00325
                 202,            0.018566,            0.003336,            0.073907,             0.93193,              0.9364,             0.95938,             0.79787,            0.014225,           0.0025098,            0.073891,           0.0032093,           0.0032093,           0.0032093
                 203,            0.017471,           0.0034455,            0.073905,             0.92037,              0.9394,             0.95955,             0.79219,             0.01368,           0.0025017,            0.073889,           0.0031689,           0.0031689,           0.0031689
                 204,            0.016684,           0.0036106,            0.073915,             0.92982,              0.9363,             0.96865,             0.82537,            0.013189,           0.0024644,            0.073889,           0.0031287,           0.0031287,           0.0031287
                 205,             0.01654,           0.0036133,            0.073907,             0.90426,              0.9682,             0.96843,             0.82461,            0.012818,           0.0024391,            0.073887,           0.0030888,           0.0030888,           0.0030888
                 206,             0.01642,            0.003536,            0.073903,               0.913,             0.96466,             0.96955,             0.82238,            0.012787,           0.0024169,            0.073886,           0.0030491,           0.0030491,           0.0030491
                 207,             0.01769,           0.0033641,            0.073922,              0.9195,             0.97173,             0.97035,             0.80787,            0.013298,           0.0024057,            0.073886,           0.0030097,           0.0030097,           0.0030097
                 208,            0.018173,           0.0036848,            0.073921,             0.93493,             0.96465,             0.97204,             0.82378,             0.01287,           0.0023856,             0.07389,           0.0029706,           0.0029706,           0.0029706
                 209,            0.015862,           0.0036111,            0.073911,             0.92875,              0.9682,             0.96944,             0.81234,            0.013326,           0.0023853,            0.073887,           0.0029318,           0.0029318,           0.0029318
                 210,            0.016948,           0.0036296,            0.073929,             0.91617,              0.9682,             0.96486,              0.8188,            0.012757,           0.0024153,            0.073885,           0.0028932,           0.0028932,           0.0028932
                 211,            0.017683,           0.0035639,             0.07391,             0.92507,             0.95974,             0.96445,             0.80883,             0.01323,            0.002411,            0.073886,            0.002855,            0.002855,            0.002855
                 212,            0.016914,           0.0031856,            0.073904,             0.92149,             0.95391,             0.96784,             0.83153,            0.012045,           0.0023773,            0.073884,            0.002817,            0.002817,            0.002817
                 213,            0.018314,           0.0034353,            0.073924,             0.90726,             0.96789,             0.97071,              0.8314,            0.012272,           0.0023568,            0.073885,           0.0027793,           0.0027793,           0.0027793
                 214,            0.016933,           0.0037184,            0.073917,             0.89934,             0.97873,             0.97205,             0.83155,            0.011887,           0.0023538,             0.07389,           0.0027419,           0.0027419,           0.0027419
                 215,            0.018128,           0.0032913,             0.07391,             0.89779,             0.96466,             0.96912,             0.80774,            0.013392,           0.0023474,            0.073886,           0.0027048,           0.0027048,           0.0027048
                 216,            0.019213,           0.0033884,            0.073899,              0.8864,             0.99293,             0.97267,             0.83833,            0.011981,           0.0023213,            0.073883,           0.0026681,           0.0026681,           0.0026681
                 217,            0.017025,           0.0033301,            0.073905,             0.93333,             0.94346,             0.97186,             0.83765,             0.01183,           0.0023199,            0.073884,           0.0026316,           0.0026316,           0.0026316
                 218,            0.016327,           0.0034169,              0.0739,             0.93372,             0.95053,             0.97439,             0.84844,            0.011559,           0.0022975,            0.073883,           0.0025954,           0.0025954,           0.0025954
                 219,            0.015915,            0.003513,            0.073903,             0.92734,             0.96466,             0.97415,             0.83839,            0.011872,           0.0022972,            0.073883,           0.0025596,           0.0025596,           0.0025596
                 220,            0.015098,            0.003491,            0.073923,             0.92255,             0.96809,             0.97635,             0.84768,            0.011611,           0.0022991,            0.073882,           0.0025241,           0.0025241,           0.0025241
                 221,            0.015246,           0.0032583,            0.073919,             0.92255,             0.97527,             0.97896,             0.85145,            0.011579,           0.0022757,            0.073882,           0.0024889,           0.0024889,           0.0024889
                 222,            0.014675,           0.0032857,            0.073897,             0.93814,             0.96456,             0.98082,             0.85861,            0.011471,            0.002236,            0.073883,           0.0024541,           0.0024541,           0.0024541
                 223,            0.016567,           0.0033281,            0.073909,             0.93814,             0.96452,             0.98055,             0.83205,            0.012898,           0.0022344,            0.073882,           0.0024195,           0.0024195,           0.0024195
                 224,            0.016362,            0.003091,            0.073919,             0.92378,             0.98587,             0.98155,             0.85669,            0.011571,           0.0022211,            0.073882,           0.0023854,           0.0023854,           0.0023854
                 225,            0.015752,           0.0033056,             0.07392,             0.92459,             0.99647,              0.9826,              0.8354,            0.012858,           0.0022269,            0.073881,           0.0023515,           0.0023515,           0.0023515
                 226,            0.015774,           0.0033089,            0.073908,             0.92714,             0.98929,             0.98199,             0.86414,            0.011249,           0.0022101,            0.073878,            0.002318,            0.002318,            0.002318
                 227,            0.014811,           0.0031772,            0.073902,             0.92385,              0.9894,             0.97896,             0.83689,            0.012273,           0.0022175,            0.073877,           0.0022849,           0.0022849,           0.0022849
                 228,            0.014952,           0.0032756,            0.073901,             0.92052,             0.98214,             0.97652,             0.84093,            0.012292,           0.0022072,            0.073875,           0.0022521,           0.0022521,           0.0022521
                 229,            0.017877,           0.0030741,            0.073898,             0.92949,             0.97819,              0.9795,             0.83393,             0.01375,           0.0021858,            0.073875,           0.0022196,           0.0022196,           0.0022196
                 230,            0.017453,             0.00311,            0.073898,             0.92949,             0.98233,             0.98148,             0.86492,            0.011172,            0.002166,            0.073876,           0.0021876,           0.0021876,           0.0021876
                 231,            0.014806,           0.0031378,            0.073914,             0.92382,              0.9855,              0.9808,             0.86546,            0.011252,           0.0021679,            0.073877,           0.0021558,           0.0021558,           0.0021558
                 232,            0.014877,           0.0030848,            0.073906,             0.92952,             0.97865,             0.97886,             0.86491,            0.010955,           0.0021552,            0.073874,           0.0021245,           0.0021245,           0.0021245
                 233,            0.014611,           0.0031333,            0.073894,             0.92681,              0.9894,             0.97656,             0.86214,            0.011018,           0.0021694,            0.073872,           0.0020935,           0.0020935,           0.0020935
                 234,            0.013817,           0.0029688,            0.073888,             0.91809,             0.99293,             0.97428,             0.85255,            0.010924,           0.0021901,            0.073872,           0.0020629,           0.0020629,           0.0020629
                 235,            0.015433,           0.0029124,            0.073894,             0.92429,             0.99293,              0.9738,             0.81868,            0.012135,           0.0021943,            0.073872,           0.0020327,           0.0020327,           0.0020327
                 236,            0.015137,           0.0029527,             0.07389,             0.93615,             0.98587,             0.97778,             0.86442,            0.011029,           0.0021515,            0.073871,           0.0020028,           0.0020028,           0.0020028
                 237,            0.015184,           0.0029168,            0.073898,             0.93644,              0.9892,             0.98046,             0.85235,            0.011238,             0.00214,            0.073872,           0.0019734,           0.0019734,           0.0019734
                 238,            0.015911,           0.0033464,            0.073901,             0.93066,             0.99647,             0.98399,              0.8626,            0.010867,           0.0021171,            0.073871,           0.0019443,           0.0019443,           0.0019443
                 239,            0.015451,           0.0030265,            0.073885,             0.93363,             0.99647,             0.98385,             0.87503,            0.010512,           0.0021167,            0.073871,           0.0019156,           0.0019156,           0.0019156
                 240,            0.015221,           0.0029066,              0.0739,             0.93644,             0.98918,             0.98411,             0.86569,            0.010611,           0.0021092,            0.073872,           0.0018873,           0.0018873,           0.0018873
                 241,            0.014778,           0.0030343,            0.073912,             0.93623,              0.9856,             0.98377,             0.87643,            0.010321,           0.0021032,            0.073872,           0.0018594,           0.0018594,           0.0018594
                 242,             0.01396,           0.0030339,            0.073907,             0.93934,             0.98501,             0.98331,             0.87968,            0.010614,           0.0020967,             0.07387,           0.0018319,           0.0018319,           0.0018319
                 243,            0.015267,           0.0030229,            0.073905,             0.93955,             0.98855,             0.98275,             0.86657,            0.010721,           0.0020947,             0.07387,           0.0018048,           0.0018048,           0.0018048
                 244,            0.013959,           0.0032136,            0.073883,             0.93687,             0.99639,             0.98377,             0.87985,             0.01025,            0.002086,             0.07387,           0.0017781,           0.0017781,           0.0017781
                 245,            0.013363,           0.0030264,            0.073895,                0.94,             0.99645,             0.98311,             0.87977,            0.010304,           0.0020833,             0.07387,           0.0017519,           0.0017519,           0.0017519
                 246,            0.013434,           0.0029217,            0.073894,             0.93376,             0.99625,             0.98277,              0.8838,            0.010233,           0.0020835,             0.07387,            0.001726,            0.001726,            0.001726
                 247,            0.013467,           0.0030702,            0.073894,             0.93642,              0.9894,             0.98331,              0.8796,            0.010541,           0.0020798,            0.073872,           0.0017005,           0.0017005,           0.0017005
                 248,            0.013637,           0.0029771,            0.073896,             0.93353,             0.99257,             0.98483,             0.88478,            0.010159,           0.0020522,            0.073871,           0.0016755,           0.0016755,           0.0016755
                 249,            0.013397,           0.0030197,              0.0739,             0.93348,             0.99293,             0.98637,             0.89153,           0.0099036,           0.0020335,            0.073871,           0.0016509,           0.0016509,           0.0016509
                 250,            0.013767,            0.002876,            0.073903,             0.93377,             0.99647,             0.98727,             0.88813,           0.0099918,           0.0020147,            0.073871,           0.0016267,           0.0016267,           0.0016267
                 251,            0.013179,            0.002997,            0.073893,             0.93377,             0.99643,             0.98736,             0.88657,           0.0098087,           0.0020076,             0.07387,           0.0016029,           0.0016029,           0.0016029
                 252,            0.012667,           0.0029629,            0.073895,             0.93978,             0.99266,             0.98787,             0.89096,           0.0097621,           0.0019954,            0.073869,           0.0015795,           0.0015795,           0.0015795
                 253,            0.013152,           0.0028706,            0.073893,              0.9456,             0.98587,             0.98825,             0.89305,            0.009767,           0.0019885,            0.073869,           0.0015566,           0.0015566,           0.0015566
                 254,            0.013071,           0.0027644,            0.073903,             0.94268,              0.9894,             0.98823,             0.89662,           0.0096147,           0.0019766,            0.073867,           0.0015341,           0.0015341,           0.0015341
                 255,            0.013152,           0.0028661,            0.073908,             0.93677,             0.99647,             0.98781,             0.89708,           0.0095086,           0.0019719,            0.073867,           0.0015121,           0.0015121,           0.0015121
                 256,            0.012666,           0.0028915,            0.073893,             0.93354,             0.99277,             0.98726,             0.89591,           0.0095448,           0.0019738,            0.073867,           0.0014905,           0.0014905,           0.0014905
                 257,             0.01239,           0.0030896,             0.07389,             0.93332,             0.98919,               0.987,             0.90224,             0.00943,           0.0019731,            0.073868,           0.0014693,           0.0014693,           0.0014693
                 258,            0.012637,           0.0028267,            0.073889,             0.93068,              0.9962,             0.98659,             0.89398,           0.0096835,           0.0019688,            0.073867,           0.0014486,           0.0014486,           0.0014486
                 259,            0.012577,           0.0027322,            0.073889,             0.93045,             0.99276,             0.98698,             0.89255,           0.0096316,           0.0019603,            0.073867,           0.0014283,           0.0014283,           0.0014283
                 260,            0.012726,           0.0027253,            0.073888,              0.9332,             0.99293,             0.98736,             0.89514,           0.0095598,           0.0019508,            0.073867,           0.0014084,           0.0014084,           0.0014084
                 261,            0.012943,           0.0028147,            0.073899,             0.93666,             0.99289,              0.9881,             0.89529,           0.0096489,           0.0019327,            0.073867,            0.001389,            0.001389,            0.001389
                 262,            0.012929,           0.0028756,            0.073888,             0.94289,             0.99293,             0.98845,             0.90526,           0.0092898,           0.0019166,            0.073867,           0.0013701,           0.0013701,           0.0013701
                 263,            0.013469,           0.0027797,            0.073898,             0.95222,             0.98586,             0.98862,             0.89588,            0.009613,           0.0019108,            0.073867,           0.0013516,           0.0013516,           0.0013516
                 264,            0.013299,           0.0028858,            0.073903,             0.94295,             0.99292,             0.98844,             0.89974,           0.0094973,           0.0019077,            0.073869,           0.0013336,           0.0013336,           0.0013336
                 265,            0.012404,           0.0026269,            0.073892,             0.94564,              0.9894,             0.98855,             0.90426,           0.0092109,            0.001906,             0.07387,            0.001316,            0.001316,            0.001316
                 266,            0.013199,           0.0028357,            0.073893,             0.94246,              0.9894,              0.9884,             0.90894,           0.0092342,           0.0019159,             0.07387,           0.0012989,           0.0012989,           0.0012989
                 267,            0.013137,           0.0026652,            0.073904,             0.93958,             0.99293,             0.98882,             0.89457,           0.0094762,           0.0019133,            0.073869,           0.0012822,           0.0012822,           0.0012822
                 268,            0.012716,           0.0028417,            0.073894,             0.93376,             0.99647,             0.98851,             0.89983,           0.0094734,           0.0018982,            0.073868,            0.001266,            0.001266,            0.001266
                 269,            0.012902,           0.0027746,            0.073886,             0.93687,             0.99647,             0.98833,              0.8975,           0.0092831,           0.0018952,            0.073867,           0.0012503,           0.0012503,           0.0012503
                 270,            0.012814,           0.0028907,            0.073884,             0.93975,             0.99647,             0.98829,             0.89678,           0.0093928,           0.0018915,            0.073866,            0.001235,            0.001235,            0.001235
                 271,            0.012539,           0.0027579,            0.073886,             0.93685,             0.99647,             0.98794,             0.89421,            0.009198,           0.0018868,            0.073865,           0.0012202,           0.0012202,           0.0012202
                 272,            0.012197,           0.0027609,            0.073887,             0.94314,             0.99638,             0.98828,             0.90096,            0.008956,           0.0018691,            0.073865,           0.0012059,           0.0012059,           0.0012059
                 273,            0.011783,           0.0025919,            0.073888,             0.94308,             0.99647,             0.98824,             0.90557,           0.0088455,           0.0018529,            0.073864,           0.0011921,           0.0011921,           0.0011921
                 274,            0.012083,           0.0025917,            0.073897,             0.94947,             0.99585,             0.98831,             0.90539,           0.0087915,           0.0018389,            0.073864,           0.0011787,           0.0011787,           0.0011787
                 275,            0.011935,           0.0027541,            0.073885,             0.94947,             0.99647,             0.98862,             0.90323,           0.0090425,           0.0018423,            0.073864,           0.0011658,           0.0011658,           0.0011658
                 276,            0.012313,           0.0030206,            0.073885,             0.94949,             0.99635,             0.98867,             0.90209,           0.0089848,           0.0018433,            0.073864,           0.0011533,           0.0011533,           0.0011533
                 277,            0.011462,           0.0027572,            0.073886,             0.94949,             0.99641,             0.98838,             0.90254,           0.0087035,           0.0018438,            0.073865,           0.0011414,           0.0011414,           0.0011414
                 278,            0.011288,           0.0027966,            0.073883,             0.94925,             0.99293,             0.98809,             0.90667,           0.0087646,           0.0018457,            0.073865,           0.0011299,           0.0011299,           0.0011299
                 279,            0.011268,           0.0026749,            0.073889,             0.94931,             0.99267,             0.98792,             0.90333,           0.0088256,           0.0018408,            0.073865,           0.0011189,           0.0011189,           0.0011189
                 280,            0.012577,            0.002687,            0.073901,             0.94606,             0.99293,             0.98809,             0.90645,           0.0089603,            0.001831,            0.073865,           0.0011084,           0.0011084,           0.0011084
                 281,            0.012173,           0.0025216,            0.073904,             0.94595,             0.99293,             0.98846,             0.91175,           0.0089345,           0.0018234,            0.073865,           0.0010983,           0.0010983,           0.0010983
                 282,            0.011863,           0.0026073,            0.073884,             0.94314,             0.99633,             0.98884,             0.91042,           0.0088348,           0.0018136,            0.073866,           0.0010888,           0.0010888,           0.0010888
                 283,            0.011473,           0.0025557,            0.073893,             0.94304,             0.99647,             0.98882,              0.9082,           0.0088055,           0.0018053,            0.073866,           0.0010797,           0.0010797,           0.0010797
                 284,            0.011872,           0.0027189,            0.073891,             0.95848,             0.98233,             0.98933,             0.90954,           0.0086877,           0.0017976,            0.073867,           0.0010711,           0.0010711,           0.0010711
                 285,            0.011887,           0.0025704,            0.073895,             0.95874,             0.98532,             0.98959,             0.90982,           0.0087639,           0.0017934,            0.073866,            0.001063,            0.001063,            0.001063
                 286,            0.012393,           0.0025819,            0.073906,             0.95562,              0.9891,             0.99015,             0.90803,           0.0086583,           0.0017817,            0.073866,           0.0010554,           0.0010554,           0.0010554
                 287,            0.011925,           0.0027235,            0.073899,              0.9551,              0.9894,             0.99047,              0.9113,           0.0088483,           0.0017762,            0.073865,           0.0010483,           0.0010483,           0.0010483
                 288,            0.011482,           0.0025607,            0.073892,              0.9619,             0.98233,             0.99077,             0.90695,           0.0088154,           0.0017759,            0.073865,           0.0010416,           0.0010416,           0.0010416
                 289,            0.012187,           0.0027533,            0.073897,             0.95538,             0.98587,             0.99065,             0.90753,           0.0087424,            0.001774,            0.073864,           0.0010355,           0.0010355,           0.0010355
                 290,            0.011678,           0.0026153,            0.073891,              0.9521,              0.9894,             0.99042,             0.90667,           0.0088259,           0.0017708,            0.073864,           0.0010298,           0.0010298,           0.0010298
                 291,            0.012057,            0.002541,            0.073888,             0.95414,             0.98587,             0.99021,             0.91393,           0.0085475,           0.0017721,            0.073863,           0.0010247,           0.0010247,           0.0010247
                 292,            0.011536,           0.0024841,            0.073887,             0.94915,             0.98937,             0.98951,             0.90946,           0.0086434,            0.001782,            0.073863,             0.00102,             0.00102,             0.00102
                 293,            0.011566,           0.0024972,            0.073884,             0.93997,             0.99647,             0.98939,             0.91241,           0.0085846,           0.0017855,            0.073862,           0.0010158,           0.0010158,           0.0010158
                 294,             0.01153,            0.002637,            0.073882,             0.96145,             0.97527,             0.98953,             0.91365,           0.0086129,            0.001783,            0.073861,           0.0010121,           0.0010121,           0.0010121
                 295,            0.012255,           0.0025722,            0.073883,             0.94312,             0.99647,             0.98966,             0.91022,            0.009133,           0.0017816,            0.073861,           0.0010089,           0.0010089,           0.0010089
                 296,            0.012455,           0.0025734,            0.073886,             0.95844,             0.98587,              0.9902,             0.92017,           0.0084149,           0.0017653,            0.073861,           0.0010062,           0.0010062,           0.0010062
                 297,            0.010962,           0.0026477,            0.073877,             0.95878,              0.9894,             0.99033,             0.91952,           0.0084268,           0.0017571,            0.073861,           0.0010039,           0.0010039,           0.0010039
                 298,            0.011913,           0.0025569,            0.073896,             0.95254,             0.99282,             0.99036,             0.92038,           0.0083992,           0.0017445,            0.073862,           0.0010022,           0.0010022,           0.0010022
                 299,            0.011429,           0.0025212,             0.07389,             0.95254,              0.9929,             0.99009,             0.91434,           0.0084314,           0.0017435,            0.073861,            0.001001,            0.001001,            0.001001
